artists,genres,release_date,name,popularity,uri,duration_ms,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Fitz and The Tantrums,"['la indie', 'modern alternative rock', 'modern rock', 'pop rock', 'pov: indie']",2013-05-07,Out of My League,76,spotify:track:2AYEOC02WLhUiOoaig2SEH,209386,0.545,0.968,9,-3.553,0.0853,0.0387,0.00325,0.331,0.527,169.965
Tyler Childers,"['kentucky indie', 'kentucky roots', 'outlaw country']",2017-05-30,Nose On The Grindstone (OurVinyl Sessions),78,spotify:track:4a2uqVlpRChHj32EjJLu7G,204000,0.488,0.284,10,-11.039,0.0551,0.735,0,0.319,0.398,149.952
Tyler Childers,"['kentucky indie', 'kentucky roots', 'outlaw country']",2018-06-29,Shake the Frost (Live),77,spotify:track:19MkwMrRjO7773zpuGss1o,175120,0.447,0.341,2,-9.769,0.0457,0.806,2.05e-06,0.686,0.371,138.969
Cigarettes After Sex,"['ambient pop', 'dream pop', 'el paso indie', 'shoegaze']",2017-06-09,Sunsetz,80,spotify:track:69UqtTHfUKAJweQwEStRzC,214680,0.412,0.477,9,-9.381,0.029,0.0542,0.798,0.0975,0.141,75.302
The Neighbourhood,"['modern alternative rock', 'modern rock', 'pop', 'pov: indie']",2018-11-02,Softcore,87,spotify:track:2K7xn816oNHJZ0aVqdQsha,206280,0.575,0.568,9,-5.509,0.03,0.0484,0.000417,0.286,0.37,93.986
Roar,"['pov: indie', 'weirdcore']",2010-03-14,I Can't Handle Change,82,spotify:track:0I1eFRytp4XRhLCjT6tZm7,198213,0.247,0.438,5,-8.478,0.0358,0.0447,0.000867,0.111,0.39,185.711
The Rare Occasions,['la indie'],2021-12-02,Notion,83,spotify:track:0sTlGEld0h8kIPZaKDYUf4,195120,0.309,0.883,9,-3.825,0.0808,0.0673,0.00111,0.0849,0.312,159.488
Foster The People,"['indietronica', 'modern alternative rock', 'modern rock', 'rock']",2011-05-23,Pumped Up Kicks,86,spotify:track:7w87IxuO7BDcJ3YUqCyMTT,239600,0.733,0.71,5,-5.849,0.0292,0.145,0.115,0.0956,0.965,127.975
beabadoobee,"['bedroom pop', 'bubblegrunge', 'indie pop', 'pov: indie']",2022-07-15,the perfect pair,80,spotify:track:41P6Tnd8KIHqON0QIydx6a,177533,0.634,0.663,11,-6.818,0.0331,0.433,0.124,0.102,0.6,146.053
My Chemical Romance,"['emo', 'modern rock', 'pop punk', 'pov: indie', 'rock']",2006-10-23,Teenagers,83,spotify:track:7j31rVgGX9Q2blT92VBEA0,161920,0.463,0.857,4,-3.063,0.0632,0.0506,0,0.184,0.856,111.647
Dominic Fike,"['alternative pop rock', 'pov: indie']",2023-06-02,Mona Lisa (Spider-Man: Across the Spider-Verse),85,spotify:track:37CoOXIsgF3NzbK1zHZetk,186066,0.759,0.646,1,-7.603,0.12,0.231,0,0.161,0.445,111.043
Cults,"['experimental pop', 'indie surf']",2013-10-15,Always Forever,82,spotify:track:2enPRFda84VE2wtI8c86Uf,223746,0.174,0.742,8,-5.93,0.0485,0.00181,0.281,0.198,0.36,163.378
Phoebe Bridgers,"['indie pop', 'la indie', 'pov: indie']",2017-09-22,Motion Sickness,79,spotify:track:5xo8RrjJ9CVNrtRg2S3B1R,229760,0.651,0.546,1,-9.021,0.0357,0.774,0.0437,0.0842,0.623,107.021
Wallows,['pov: indie'],2019-03-22,Are You Bored Yet? (feat. Clairo),82,spotify:track:57RA3JGafJm5zRtKJiKPIm,178000,0.682,0.683,8,-6.444,0.0287,0.156,2.32e-05,0.273,0.64,120.023
MGMT,"['alternative rock', 'indie rock', 'indietronica', 'modern rock', 'rock']",2007-12-14,Electric Feel,80,spotify:track:3FtYbEfBqAlGO46NUDQSAt,229640,0.763,0.803,1,-3.713,0.0351,0.0709,0.285,0.348,0.561,103.04
Twenty One Pilots,"['modern rock', 'pop', 'pov: indie', 'rock']",2015-05-15,Stressed Out,87,spotify:track:3CRDbSIZ4r5MsZ0YwxuEkn,202333,0.734,0.637,4,-5.677,0.141,0.0462,2.29e-05,0.0602,0.648,169.977
Cigarettes After Sex,"['ambient pop', 'dream pop', 'el paso indie', 'shoegaze']",2017-06-09,K.,79,spotify:track:7LX4aXtvImhdgUHQBlo8Kp,319560,0.454,0.404,3,-10.26,0.027,0.146,0.819,0.141,0.313,94.113
Modest Mouse,"['alternative rock', 'chamber pop', 'indie rock', 'indietronica', 'modern rock', 'washington indie']",2004-04-05,Float On,77,spotify:track:2lwwrWVKdf3LR9lbbhnr6R,208466,0.649,0.888,6,-4.807,0.0293,0.013,2.23e-06,0.0888,0.553,100.975
beabadoobee,"['bedroom pop', 'bubblegrunge', 'indie pop', 'pov: indie']",2023-02-14,Glue Song,81,spotify:track:3iBgrkexCzVuPy4O9vx7Mf,135066,0.62,0.409,1,-10.146,0.0282,0.77,0.0542,0.105,0.582,113.946
Suki Waterhouse,['indie pop'],2022-08-18,Good Looking,82,spotify:track:0j3mqDTK4Z6lvrLzFCUUz6,214800,0.364,0.554,4,-9.076,0.0301,0.077,0.000297,0.125,0.257,150.079
Dominic Fike,"['alternative pop rock', 'pov: indie']",2018-10-16,Babydoll,80,spotify:track:7yNf9YjeO5JXUE3JEBgnYc,97960,0.762,0.604,7,-5.296,0.11,0.114,0,0.0271,0.847,168.007
boygenius,['indie pop'],2023-03-31,Not Strong Enough,79,spotify:track:09DR0sHnQUhHOiSNttc1mv,234933,0.508,0.797,1,-5.854,0.0411,0.00261,7.56e-06,0.0916,0.361,126.982
Dr. Dog,"['chamber pop', 'indie rock', 'modern folk rock', 'modern rock', 'philly indie', 'pov: indie', 'stomp and holler']",2010-11-02,Where'd All the Time Go?,80,spotify:track:0UV5zxRMz6AO4ZwUOZNIKI,234800,0.454,0.82,2,-4.193,0.0567,0.132,0.000969,0.115,0.575,166.303
JVKE,"['modern indie pop', 'pov: indie']",2022-09-23,this is what falling in love feels like,82,spotify:track:2PWTZV5znjLtZC5T1EVJvL,120308,0.422,0.44,11,-5.53,0.0544,0.617,0,0.0837,0.332,128.934
Deftones,"['alternative metal', 'nu metal', 'rap metal', 'rock', 'sacramento indie']",2000-05-16,Change (In the House of Flies),80,spotify:track:51c94ac31swyDQj9B3Lzs3,299533,0.269,0.853,7,-4.647,0.0854,0.000249,0.000246,0.118,0.179,141.581
Still Woozy,"['bedroom pop', 'oakland indie', 'pov: indie']",2017-11-05,Goodie Bag,79,spotify:track:4vHNeBWDQpVCmGbaccrRzi,146390,0.739,0.522,7,-12.304,0.151,0.821,0.00124,0.233,0.619,138.263
Cage The Elephant,"['modern alternative rock', 'modern rock', 'pov: indie', 'punk blues', 'rock']",2009-03-24,Ain't No Rest for the Wicked,77,spotify:track:3Pzh926pXggbMe2ZpXyMV7,175493,0.636,0.849,0,-7.075,0.106,0.0438,0,0.372,0.917,156.036
WILLOW,"['afrofuturism', 'pop', 'post-teen pop', 'pov: indie']",2015-01-11,Wait a Minute!,83,spotify:track:0y60itmpH0aPKsFiGxmtnh,196520,0.764,0.705,3,-5.279,0.0278,0.0371,1.94e-05,0.0943,0.672,101.003
alt-J,"['indie rock', 'indietronica', 'modern alternative rock', 'modern rock', 'rock']",2012-09-18,Breezeblocks,75,spotify:track:3n69hLUdIsSa1WlRmjMZlW,227080,0.615,0.658,5,-7.299,0.0343,0.096,0.000911,0.205,0.293,150.093
Hozier,"['irish singer-songwriter', 'modern rock', 'pop', 'pov: indie']",2023-03-17,Eat Your Young,77,spotify:track:2Jw3VjB1xy5KHBqEeAC6VK,242293,0.553,0.587,5,-6.829,0.0277,0.345,0.1,0.256,0.346,90.018
Dayglow,"['austindie', 'indie rock', 'pov: indie']",2019-11-14,Can I Call You Tonight?,81,spotify:track:61OJxhoY3Ix50rYVKo8zRK,278769,0.641,0.842,9,-7.27,0.0292,0.134,0.911,0.419,0.499,129.978
Cults,"['experimental pop', 'indie surf']",2022-10-26,Gilded Lily,82,spotify:track:3Z0qLOS0cqWKPHXkbTXmNF,212736,0.4,0.571,11,-6.534,0.0288,0.468,3.05e-05,0.519,0.146,61.859
AJR,['pov: indie'],2021-03-26,World's Smallest Violin,74,spotify:track:3jHBgKdLCf46aP3HRI0WYv,180742,0.68,0.696,5,-6.977,0.051,0.116,0,0.607,0.684,115.962
Clairo,"['bedroom pop', 'indie pop', 'pop', 'pov: indie']",2019-08-02,Sofia,81,spotify:track:7B3z0ySL9Rr0XvZEAjWZzM,188386,0.744,0.619,0,-9.805,0.039,0.598,0.00372,0.231,0.641,112.997
Empire of the Sun,"['australian dance', 'australian electropop', 'dance rock', 'indietronica', 'neo-synthpop']",2008-10-03,Walking On A Dream,82,spotify:track:5r5cp9IpziiIsR6b93vcnQ,198440,0.871,0.701,5,-5.594,0.0458,0.257,7.52e-06,0.0589,0.716,126.975
boygenius,['indie pop'],2023-03-31,Cool About It,78,spotify:track:5PJH1U5Iie893v48Fl9yaC,180000,0.565,0.203,2,-13.656,0.0332,0.902,0,0.115,0.408,93.213
Alec Benjamin,"['alt z', 'pop', 'pov: indie']",2018-11-16,Let Me Down Slowly,88,spotify:track:2qxmye6gAegTMjLKEBoR3d,169353,0.652,0.557,1,-5.714,0.0318,0.74,0,0.124,0.483,150.073
Alex G,"['indie pop', 'philly indie', 'pov: indie']",2012-11-05,Mary,74,spotify:track:4p9iQNEmsIGkB6eG8Val8n,197733,0.693,0.467,4,-9.558,0.043,0.0497,0.452,0.107,0.402,105.955
Beach Bunny,"['bubblegrunge', 'chicago indie', 'indie pop', 'pov: indie']",2018-08-10,Prom Queen,81,spotify:track:6MpCaSIOfqBqbMED4kXgNY,136562,0.528,0.797,4,-7.487,0.0485,0.000391,0.011,0.14,0.751,143.785
Colter Wall,"['canadian americana', 'canadian contemporary country', 'outlaw country', 'saskatchewan indie']",2015-06-02,Sleeping on the Blacktop,77,spotify:track:3Ozx6IrGdoQyAworJzvBDE,192480,0.567,0.311,2,-14.464,0.0455,0.822,0.23,0.11,0.478,83.11
MGMT,"['alternative rock', 'indie rock', 'indietronica', 'modern rock', 'rock']",2018-02-09,Little Dark Age,82,spotify:track:2Y0iGXY6m6immVb2ktbseM,299960,0.705,0.712,6,-6.156,0.0385,0.0102,0.000855,0.1,0.62,97.512
Mac DeMarco,"['edmonton indie', 'lo-fi indie', 'pov: indie']",2017-05-05,Moonlight on the River,77,spotify:track:2fhOljbX79loRcdl47SFye,422613,0.662,0.478,9,-8.631,0.0451,0.252,0.833,0.216,0.43,139.98
Her's,"['indie pop', 'liverpool indie', 'pov: indie']",2017-05-12,What Once Was,78,spotify:track:1XrSjpNe49IiygZfzb74pk,255067,0.526,0.877,3,-4.369,0.033,0.172,0.0108,0.223,0.436,145.568
Noah Kahan,['pov: indie'],2022-10-14,All My Love,76,spotify:track:7ByxizhA4GgEf7Sxomxhze,251510,0.637,0.651,2,-7.089,0.0521,0.32,0,0.0938,0.485,115.926
AJR,['pov: indie'],2021-03-26,Bang!,73,spotify:track:5FQPpxOXsvkMN6v18gtpwY,170858,0.74,0.517,1,-6.233,0.0506,0.0183,0,0.0558,0.698,139.917
Faye Webster,"['atlanta indie', 'indie pop']",2019-05-24,Kingston,76,spotify:track:5WbfFTuIldjL9x7W6y5l7R,202653,0.73,0.355,10,-9.13,0.0359,0.154,0.00155,0.117,0.56,142.143
Two Door Cinema Club,"['indie rock', 'indietronica', 'irish rock', 'modern alternative rock', 'modern rock', 'northern irish indie']",2010-02-17,What You Know,75,spotify:track:3GBApU0NuzH4hKZq4NOSdA,191706,0.563,0.739,6,-4.239,0.0416,0.00073,1.45e-05,0.0822,0.775,139.0
Hollow Coves,['indie folk'],2017-03-17,Coastline,76,spotify:track:4sDbdBjuYQVdNNB4PiHUPo,233973,0.67,0.496,2,-11.23,0.0277,0.627,0.00319,0.0584,0.427,100.17
Lord Huron,"['indie folk', 'modern rock', 'stomp and holler']",2012-10-09,Ends of the Earth,71,spotify:track:1KQsrNv2vEW7AXKTrFz0Ah,284146,0.553,0.578,4,-8.679,0.0299,0.267,0.0377,0.267,0.407,120.993
Big Red Machine,"['eau claire indie', 'folktronica']",2021-08-27,Renegade,72,spotify:track:73W5aXorr5vxrySFcoZqIN,254466,0.53,0.712,0,-8.135,0.0461,0.44,0.0233,0.0931,0.577,167.964
Vance Joy,"['folk-pop', 'modern rock']",2014-09-09,Fire and the Flood,70,spotify:track:6liNJDyWJjyHAgDnAX95bw,249382,0.596,0.827,5,-4.402,0.0372,0.0242,0,0.0958,0.329,115.034
Matt Maltese,"['indie anthem-folk', 'indie pop', 'pov: indie']",2017-03-06,As the World Caves In,73,spotify:track:4JE6agBLHGA5TaF6FlqfBD,218754,0.331,0.45,10,-5.362,0.034,0.365,0.00464,0.22,0.18,123.829
The Head And The Heart,"['folk-pop', 'seattle indie', 'stomp and holler']",2019-05-17,Honeybee,69,spotify:track:5CalS8Gn69OOrR9aiw0ZO9,196055,0.642,0.52,9,-7.886,0.0387,0.118,0.000509,0.552,0.488,136.014
The Beach Boys,"['baroque pop', 'classic rock', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'sunshine pop']",2003-01-01,Kokomo,73,spotify:track:5qHYXcVvc9xsFB2uH7GpMN,217692,0.682,0.635,0,-10.05,0.0346,0.00863,0,0.137,0.927,115.584
Lizzy McAlpine,"['alt z', 'boston folk', 'indie pop']",2022-04-08,doomsday,70,spotify:track:4WjxtORnwPavm5PDsAWJEc,268432,0.404,0.268,1,-9.631,0.0341,0.583,0,0.102,0.124,134.587
Caamp,"['indie folk', 'stomp and holler']",2018-03-09,26,68,spotify:track:1N811YTtLlW8N5ie5cPamm,235415,0.494,0.341,2,-12.501,0.0495,0.662,0.000571,0.0673,0.394,171.21
Lord Huron,"['indie folk', 'modern rock', 'stomp and holler']",2015-04-07,Meet Me in the Woods,67,spotify:track:1bqrRn1pJWowNLA5N9L6uW,262209,0.543,0.925,6,-6.783,0.0448,0.392,0.456,0.0668,0.594,80.499
Vance Joy,"['folk-pop', 'modern rock']",2014-09-09,Georgia,69,spotify:track:429EttO8gs0bDo2SQfUNSm,230506,0.388,0.66,11,-7.372,0.0308,0.312,0.000307,0.0943,0.401,143.554
Bon Iver,"['chamber pop', 'eau claire indie', 'indie folk', 'melancholia', 'modern rock']",2008-02-19,For Emma,69,spotify:track:2nilAlGEZmwyaLTMMyDdLo,220720,0.669,0.613,4,-11.12,0.036,0.487,0.176,0.132,0.566,110.668
Amber Run,"['indie anthem-folk', 'neo-singer-songwriter']",2015-04-20,I Found,74,spotify:track:5zT5cMnMKoyruPj13TQXGx,273000,0.567,0.303,7,-12.481,0.0351,0.862,0.00563,0.104,0.252,124.949
Van Morrison,"['classic rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']",2015-12-04,Wild Night,67,spotify:track:1A7hIo1C8jacIQ5ZiCjc8g,213600,0.568,0.714,7,-7.139,0.0445,0.174,0,0.0429,0.955,146.338
Caamp,"['indie folk', 'stomp and holler']",2019-07-26,Peach Fuzz,67,spotify:track:7yJbLez2ieMI2PBybVp8Nu,224360,0.709,0.644,1,-7.751,0.0356,0.158,0.000299,0.143,0.912,127.286
The Lumineers,"['folk-pop', 'modern rock', 'neo mellow', 'stomp and holler']",2016-04-08,Angela,67,spotify:track:5bodDpPolC3xlame0SVcDY,201785,0.668,0.563,4,-8.23,0.0305,0.649,0.000347,0.11,0.289,130.366
José González,"['chamber pop', 'gothenburg indie', 'indie folk', 'stomp and holler', 'swedish indie folk', 'swedish indie pop', 'swedish singer-songwriter']",2006-04-03,Heartbeats,67,spotify:track:5YqpHuXpFjDVZ7tY1ClFll,161680,0.589,0.177,3,-14.891,0.0325,0.977,0.714,0.0958,0.311,88.409
Matt Maltese,"['indie anthem-folk', 'indie pop', 'pov: indie']",2021-10-08,Everyone Adores You (at least I do),72,spotify:track:6klFWv2xDGeTDoiKTtx4hg,203133,0.599,0.427,5,-9.037,0.0242,0.747,0.105,0.0984,0.111,73.801
Caamp,"['indie folk', 'stomp and holler']",2022-06-24,Come With Me Now,67,spotify:track:6FCmFo5oqhPerHy187op7H,159333,0.516,0.545,11,-10.785,0.0293,0.323,0.477,0.118,0.448,124.681
Caamp,"['indie folk', 'stomp and holler']",2022-06-24,Snowshoes,67,spotify:track:69BWKQ0qeTnPHdk4lxuLcD,204560,0.409,0.551,11,-9.227,0.0335,0.5,0.0253,0.0961,0.405,90.407
Daisy Jones & The Six,['modern folk rock'],2023-03-02,Let Me Down Easy,71,spotify:track:6Mhgvrv4zd82FrCeuASW44,204215,0.62,0.904,9,-4.221,0.208,0.00257,5.77e-06,0.184,0.732,136.936
Matt Maltese,"['indie anthem-folk', 'indie pop', 'pov: indie']",2018-06-08,As the World Caves In,71,spotify:track:3NM41PVVUr0ceootKAtkAj,218754,0.327,0.449,10,-5.362,0.034,0.369,0.00444,0.22,0.179,123.969
River Whyless,"['asheville indie', 'folk-pop', 'indie folk', 'new americana', 'north carolina roots', 'stomp and flutter', 'stomp and holler']",2018-06-08,Motel 6,68,spotify:track:6hUTzxvNiJ1c0lYqgoOTBW,195126,0.493,0.444,4,-8.951,0.0333,0.299,0.00101,0.0995,0.13,168.127
Of Monsters and Men,"['folk-pop', 'metropopolis', 'modern rock', 'stomp and holler']",2012-01-01,Mountain Sound,66,spotify:track:60ZGteAEtPCnGE6zevgUcd,211453,0.379,0.879,1,-4.336,0.0362,0.0421,0.00449,0.146,0.37,102.021
Novo Amor,"['ambient folk', 'indie folk']",2020-11-06,Halloween,68,spotify:track:7AkPusgKsrTqbOcTTbRnFr,154773,0.649,0.467,5,-6.589,0.0304,0.874,1.68e-05,0.114,0.353,106.549
Wild Rivers,['folk-pop'],2022-03-11,Thinking 'Bout Love,70,spotify:track:0YHH3qK8Ntqxcc2GFkRrPh,184200,0.556,0.535,5,-6.275,0.042,0.114,0,0.147,0.406,74.336
Hollow Coves,['indie folk'],2017-03-17,Interlude,72,spotify:track:4cJsJdwEp3y4K1slV5fRZm,60013,0.584,0.0831,7,-21.379,0.0395,0.988,0.934,0.111,0.591,100.079
Old Crow Medicine Show,"['indie folk', 'modern old-time', 'new americana', 'old-time', 'progressive bluegrass', 'stomp and holler']",2004-01-17,Wagon Wheel,68,spotify:track:2XgGdD5d2MW4RNx8KnIjVh,232133,0.621,0.403,9,-8.211,0.0359,0.581,0,0.114,0.634,145.523
Ray LaMontagne,"['acoustic pop', 'indie folk', 'neo mellow', 'stomp and holler']",2022-04-08,I Was Born To Love You,70,spotify:track:3PG6V5yuFfo4APiovOQoRv,265843,0.65,0.271,9,-11.081,0.0314,0.794,6.9e-05,0.196,0.21,78.036
RY X,['indie folk'],2016-05-06,Only,65,spotify:track:1GxNPd5r7D1zChEMuMhue0,268455,0.429,0.167,7,-15.725,0.0298,0.902,0.522,0.109,0.0913,109.071
Caamp,"['indie folk', 'stomp and holler']",2022-06-24,Lavender Girl,66,spotify:track:1oWnDC5OoMPPosVY2cdXgT,203546,0.716,0.735,11,-7.062,0.0272,0.341,0.000134,0.0969,0.694,124.001
Josiah and the Bonnevilles,"['modern folk rock', 'stomp and holler']",2022-12-14,Ghost,67,spotify:track:1IUEz40wavYETWJgak8iI3,146250,0.614,0.359,8,-8.946,0.0321,0.729,0,0.103,0.511,77.957
The Lumineers,"['folk-pop', 'modern rock', 'neo mellow', 'stomp and holler']",2022-01-14,WHERE WE ARE,66,spotify:track:7l987hjMH9FBNXBE93Hrs7,172800,0.573,0.507,11,-8.084,0.0342,0.759,1.37e-06,0.377,0.363,123.183
Caamp,"['indie folk', 'stomp and holler']",2022-06-24,The Otter,66,spotify:track:0zesU7Cq6UM582kMYC6J3E,178080,0.488,0.71,8,-7.954,0.0368,0.153,5.04e-05,0.116,0.231,103.771
Shakey Graves,"['austin americana', 'austindie', 'indie folk', 'new americana', 'stomp and holler']",2014-07-10,Dearly Departed (feat. Esmé Patterson),66,spotify:track:0ewrI06EIDMGXvgJxuyF3U,212800,0.576,0.609,7,-5.921,0.107,0.303,0,0.164,0.737,86.703
The Head And The Heart,"['folk-pop', 'seattle indie', 'stomp and holler']",2011-01-11,Lost in My Mind,65,spotify:track:3n263SWk3jGYfGMxHIRukn,259120,0.369,0.514,2,-9.125,0.0292,0.423,0.000191,0.286,0.36,95.333
flora cash,"['indie pop', 'scandipop', 'swedish indie folk']",2018-06-19,You're Somebody Else,73,spotify:track:0pdKRp2sUthTPe7RLWpPqQ,218883,0.713,0.452,1,-9.638,0.0295,0.841,0.0038,0.105,0.235,102.963
Morningsiders,['folk-pop'],2019-03-29,Honey Hold Me,67,spotify:track:69XWcpV2x4YZWaCvstSRlK,181454,0.606,0.567,0,-6.841,0.0268,0.367,0.00325,0.19,0.521,82.012
Daisy Jones & The Six,['modern folk rock'],2023-03-02,The River,71,spotify:track:0xPgZjm0ZV4JN6uKLDAH6O,294740,0.436,0.944,9,-2.662,0.0612,0.00751,0.000888,0.0811,0.763,145.081
Josiah and the Bonnevilles,"['modern folk rock', 'stomp and holler']",2022-12-14,Blood Moon,66,spotify:track:37J6sYIBny0g0YJi88FPnc,168065,0.653,0.398,8,-9.519,0.0284,0.64,0.000142,0.0944,0.438,133.037
Langhorne Slim,"['anti-folk', 'indie folk', 'modern folk rock', 'new americana', 'stomp and holler']",2015-08-07,Changes,67,spotify:track:0gKiONJeEtwb3hps4sUgyn,161906,0.668,0.367,11,-11.002,0.0285,0.891,0.00521,0.103,0.342,110.21
Novo Amor,"['ambient folk', 'indie folk']",2017-11-10,Ontario,72,spotify:track:1XZPtZVqcOzzxbYIR7MjQw,192866,0.409,0.223,10,-13.886,0.0296,0.947,0.0123,0.0635,0.173,89.877
Matt Maltese,"['indie anthem-folk', 'indie pop', 'pov: indie']",2020-11-20,Krystal,71,spotify:track:5JJPfHpByZ66XsEyCNVi2p,220244,0.521,0.509,3,-8.059,0.0276,0.738,0.784,0.119,0.37,153.563
Dermot Kennedy,"['folk-pop', 'irish pop', 'uk pop']",2019-10-04,Power Over Me,76,spotify:track:4tViDtaHuSLnh7HVJTrKhs,206960,0.319,0.841,9,-4.232,0.147,0.0518,0,0.106,0.483,173.868
The Lumineers,"['folk-pop', 'modern rock', 'neo mellow', 'stomp and holler']",2019-09-13,Gloria,65,spotify:track:5BkGp7FLUUpKgWl29jBK0J,216120,0.523,0.714,11,-6.021,0.0367,0.658,5.2e-06,0.0785,0.659,78.211
Vance Joy,"['folk-pop', 'modern rock']",2018-02-23,I'm with You,68,spotify:track:6Qwuw0eOeszVlewLpu24gR,239786,0.657,0.396,7,-9.255,0.0293,0.805,1.58e-06,0.103,0.115,110.003
Lizzy McAlpine,"['alt z', 'boston folk', 'indie pop']",2022-04-08,reckless driving,68,spotify:track:5GpEHUNI0T7L7H3DnAaBXh,189247,0.532,0.39,0,-10.495,0.234,0.684,0,0.184,0.431,199.956
Stealers Wheel,['folk rock'],2009-01-01,Stuck In The Middle With You,69,spotify:track:1b7LMtXCXGc2EwOIplI35z,203893,0.795,0.564,7,-10.482,0.0392,0.0934,0.000531,0.0631,0.961,124.166
Gregory Alan Isakov,"['indie folk', 'pop folk', 'stomp and flutter', 'stomp and holler']",2018-10-05,Southern Star,67,spotify:track:6YXbSjabsKQ1pNvj6zcJ9V,139240,0.559,0.343,0,-10.623,0.031,0.746,0.00236,0.101,0.228,132.659
The Lumineers,"['folk-pop', 'modern rock', 'neo mellow', 'stomp and holler']",2022-01-14,A.M. RADIO,65,spotify:track:0Hu1ylV8WuaLcLclixNgTV,237320,0.469,0.562,1,-6.402,0.0343,0.568,0.000135,0.123,0.483,138.197
Staind,"['alternative metal', 'nu metal', 'post-grunge']",2001-05-22,It's Been Awhile,71,spotify:track:25CMmGsl22APKhfuj4Tp7j,264706,0.509,0.774,6,-4.054,0.0338,0.00189,0.000549,0.143,0.0824,116.529
Chevelle,"['alternative metal', 'christian rock', 'nu metal', 'post-grunge']",2002,The Red,73,spotify:track:1gyee1JuFFiP476LQpRMYU,238400,0.509,0.843,1,-3.318,0.0488,0.000671,0.000803,0.348,0.332,140.055
Ghost,"['hard rock', 'metal']",2019-09-13,Mary On A Cross,83,spotify:track:2HZLXBOnaSRhXStMLrq9fD,244804,0.466,0.9,11,-4.469,0.0447,0.000235,0.00104,0.103,0.561,130.02
blink-182,"['alternative metal', 'modern rock', 'pop punk', 'punk', 'rock', 'socal pop punk']",2003-01-01,I Miss You,74,spotify:track:1oTo3ijRbaDAtrjJrGAPSw,227240,0.664,0.781,11,-6.547,0.0339,0.00103,5.33e-06,0.0867,0.593,110.0
Red Hot Chili Peppers,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",2006-05-09,Dani California,80,spotify:track:10Nmj3JCNoMeBQ87uw5j8k,282160,0.556,0.913,0,-2.36,0.0437,0.0193,8.59e-06,0.346,0.73,96.184
Alien Ant Farm,"['alternative metal', 'funk metal', 'nu metal', 'post-grunge']",2001-01-01,Smooth Criminal,78,spotify:track:5z6xHjCZr7a7AIcy8sPBKy,209266,0.653,0.964,9,-4.261,0.0582,0.00316,0.00512,0.144,0.87,126.928
Crossfade,"['alternative metal', 'nu metal', 'post-grunge']",2004-04-13,Cold,72,spotify:track:6ZxrUCaynLgKSUudACOTwj,194226,0.451,0.815,2,-5.55,0.0368,6.06e-05,0,0.27,0.618,147.974
Limp Bizkit,"['alternative metal', 'funk metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",2000-10-17,Rollin' (Air Raid Vehicle),80,spotify:track:3IV4swNduIRunHREK80owz,213760,0.603,0.933,1,-3.358,0.171,0.00591,0,0.206,0.709,96.306
Linkin Park,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",2000-10-24,Papercut,79,spotify:track:1Vej0qeQ3ioKwpI6FUbRv1,184866,0.524,0.939,9,-3.994,0.113,0.00022,0,0.623,0.661,150.184
Breaking Benjamin,"['alternative metal', 'nu metal', 'post-grunge']",2009-01-01,I Will Not Bow,73,spotify:track:2yXyz4NLTZx9CLdXfLTp5E,216733,0.533,0.955,8,-3.708,0.0653,0.000165,1.36e-05,0.38,0.55,107.984
Hinder,"['alternative metal', 'nu metal', 'post-grunge']",2005-01-01,Lips Of An Angel,75,spotify:track:40LQiUUUKXVGyNs09lHVjW,261853,0.476,0.736,2,-5.38,0.0343,0.0217,1.08e-06,0.203,0.251,129.084
Nickelback,"['alternative metal', 'canadian rock', 'post-grunge']",2005-09-26,Rockstar,71,spotify:track:6n9yCXvLhnYMgJIiIcMu7D,252040,0.616,0.91,0,-3.004,0.0386,0.0459,0,0.343,0.693,144.072
Sum 41,"['alternative metal', 'canadian pop punk', 'canadian punk', 'modern rock', 'nu metal', 'pop punk', 'post-grunge', 'punk', 'rock']",2001-01-01,In Too Deep,78,spotify:track:1HNE2PX70ztbEl6MLxrpNL,207093,0.568,0.844,9,-5.875,0.0505,0.000189,0,0.0607,0.766,116.046
3 Doors Down,"['alternative metal', 'nu metal', 'post-grunge', 'rock']",2002-11-12,Here Without You,79,spotify:track:3NLrRZoMF0Lx6zTlYqeIo4,238733,0.557,0.533,10,-6.817,0.0252,0.0492,0,0.205,0.233,143.994
Linkin Park,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",2000-10-24,Crawling,79,spotify:track:57BrRMwf9LrcmuOsyGilwr,208960,0.58,0.702,4,-5.565,0.0337,0.0466,3.2e-06,0.536,0.299,105.076
Foo Fighters,"['alternative metal', 'alternative rock', 'modern rock', 'permanent wave', 'post-grunge', 'rock']",2007-09-25,The Pretender,81,spotify:track:7x8dCjCr0x6x2lXKujYD34,269373,0.433,0.959,9,-4.04,0.0431,0.000917,0,0.028,0.365,172.984
